county,fips,Booker,Buttigieg,Castro,Delaney,Gabbard,Gillibrand,Harris,Hickenlooper,Inslee,Klobuchar,Messam,O'Rourke,Sanders,Trump,Warren,Williamson,Yang
BOLLINGER,29017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2811,NA,NA,NA
BON HOMME,46009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,240,NA,NA,NA
BOND,17005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1382.8,NA,NA,NA
BONNER,16017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,132,6111.11,NA,NA,16
BONNEVILLE,16019,NA,NA,NA,NA,NA,NA,NA,NA,250,500,NA,NA,27,8458.92,NA,NA,20
BOONE,05009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1013.4300000000001,NA,NA,NA
BOONE,17007,NA,650,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,4177.52,NA,NA,NA
BOONE,18011,NA,2028,NA,NA,NA,NA,NA,NA,NA,350,NA,NA,545.8199999999999,9158.94,NA,NA,1
BOONE,19015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1771.01,NA,NA,NA
BOONE,21015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8872.84,NA,NA,NA
BOONE,29019,5600,NA,NA,NA,NA,NA,150,NA,NA,NA,NA,1350,1384.99,22547.34,406.57,NA,193
BOONE,31011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,225,NA,NA,NA
BOONE,54005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,250,NA,6351.57,NA,NA,NA
BORDEN,48033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1325,NA,NA,NA
BOSQUE,48035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2743,NA,NA,NA
BOSSIER,22015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13718.71,NA,NA,NA
BOTETOURT,51023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3731.91,NA,NA,NA
BOTTINEAU,38009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2471.42,NA,NA,NA
BOULDER,08013,1635,2050,NA,NA,3460,6729,3881.7799999999997,125211.22,850,5335,NA,6762.59,11875.5,37967.73,4218.38,1755,3517
BOUNDARY,16021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2087.1099999999997,NA,NA,NA
BOURBON,20011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1248.54,NA,NA,NA
BOURBON,21017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3129.72,NA,NA,NA
BOWIE,48037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1735,60,6564.8499999999995,NA,NA,NA
BOWMAN,38011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,452.62,NA,NA,NA
BOX BUTTE,31013,NA,NA,NA,NA,NA,NA,NA,NA,NA,700,NA,NA,327,40,NA,NA,NA
BOX ELDER,49003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6861.25,NA,NA,NA
BOYD,21019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2909.67,NA,NA,NA
BOYD,31015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,250,NA,NA,NA
BOYLE,21021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,163.5,2726.36,NA,NA,NA
BRACKEN,21023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,360.5,NA,NA,NA
BRADFORD,12007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3692.1099999999997,NA,NA,NA
BRADFORD,42015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3597.12,NA,2681,NA
BRADLEY,05011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,812.3,NA,NA,NA
BRADLEY,47011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,250,21339.74,NA,NA,NA
BRANCH,26023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1448.8,NA,NA,NA
BRANTLEY,13025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,681.8199999999999,NA,NA,NA
BRAXTON,54007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,848.25,NA,NA,NA
BRAZORIA,48039,NA,NA,1000,NA,NA,NA,3485.06,NA,NA,NA,250,4505.79,941,51122.59,350,NA,342.28999999999996
BRAZOS,48041,NA,250,NA,NA,NA,NA,758.23,NA,NA,NA,NA,8120.74,1233.67,26045.55,210,NA,20
BREATHITT,21025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,228,NA,NA,NA
BRECKINRIDGE,21027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,455.25,NA,NA,NA
BREMER,19017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1239.3,NA,NA,NA
BREVARD,12009,559,100,NA,NA,NA,NA,1146.72,NA,250,NA,NA,1100,3248.69,131141.96,NA,NA,271
BREWSTER,48043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2037.7,NA,7592.12,NA,NA,NA
BRISTOL,25005,NA,1100,NA,NA,600,3150,3814.12,NA,250,225,NA,1265,2183.75,32776.83,2670.01,NA,41
BRISTOL,44001,1000,NA,NA,NA,NA,NA,750,NA,NA,NA,NA,NA,250,3232.92,NA,NA,270
BRISTOL BAY,02060,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1492.5,NA,NA,NA
BRISTOL CITY,51520,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93,43,NA,NA,NA
BROADWATER,30007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1541.48,NA,NA,NA
BRONX,36005,10900,500,NA,NA,275,4750,3454.12,2810,NA,2343.74,NA,3320,4089.99,24742.83,1175.92,NA,5989.37
BROOKE,54009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,361.39,414.3,NA,NA,NA
BROOKINGS,46011,NA,NA,NA,NA,NA,NA,NA,NA,NA,3050,NA,NA,95,1603.73,NA,NA,NA
BROOKS,13027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,627.5,NA,NA,NA
BROOKS,48047,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,140,NA,NA,NA
BROOME,36007,NA,250,NA,NA,NA,500,245,NA,NA,NA,NA,NA,660,13198.65,500,574.06,NA
BROOMFIELD,08014,NA,NA,NA,NA,NA,NA,475,2800,NA,NA,NA,550,816,7108.9,325,NA,110
BROWARD,12011,15980,11950,NA,-2700,3350,1500,40390.25,400,750,3950,13275,9719.58,7197.8,407273.93,2760.24,1910,1341
BROWN,17009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,830.8,NA,NA,NA
BROWN,18013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,356.22,NA,NA,NA
BROWN,20013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,858,NA,NA,NA
BROWN,27015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1076.25,NA,NA,NA
BROWN,31017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92.5,NA,NA,NA
BROWN,39015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,618.5699999999999,NA,NA,NA
BROWN,46013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6175.25,NA,NA,NA
BROWN,48049,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15025.78,NA,2800,NA
BROWN,55009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,395,24085.47,250,NA,1
BRULE,46015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1618,NA,NA,NA
BRUNSWICK,37019,1000,250,NA,NA,NA,NA,NA,NA,NA,250,NA,NA,39,14879.82,NA,300,NA
BRUNSWICK,51025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3393.75,NA,NA,NA
BRYAN,13029,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,6831.17,NA,NA,NA
BRYAN,40013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,815,350,715.72,NA,NA,NA
BUCHANAN,19019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,549.6800000000001,NA,NA,NA
BUCHANAN,29021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,500,NA,5918.86,260,NA,15
BUCKINGHAM,51029,NA,NA,NA,NA,250,NA,NA,NA,NA,NA,NA,NA,NA,1275,NA,NA,NA
BUCKS,42017,14050,1860,NA,500,250,NA,1050,NA,250,3988.74,NA,4370,3104,74692.61,1336.0700000000002,2000,171
BUENA VISTA,19021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3906.15,NA,NA,NA
BUFFALO,31019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,289.93,3868.15,NA,NA,NA
BUFFALO,55011,NA,NA,NA,NA,NA,NA,402,NA,NA,NA,NA,NA,NA,932.75,NA,NA,NA
BULLITT,21029,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,130,4270.32,NA,NA,NA
BULLOCH,13031,NA,NA,NA,NA,NA,NA,350,NA,NA,NA,NA,NA,NA,8221.41,NA,NA,NA
BULLOCK,01011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,258.75,NA,NA,NA
BUNCOMBE,37021,NA,4050,NA,500,NA,250,1222.91,210,NA,250,NA,990.5,6813.860000000001,41076.06,1893.96,625,130
BUREAU,17011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,250,2796.52,NA,NA,NA
BURKE,13033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,641.75,NA,NA,NA
BURKE,37023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6071.61,NA,225,1
BURKE,38013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1374.25,NA,NA,NA
BURLEIGH,38015,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,NA,480.4,250,16305.41,300,NA,NA
BURLESON,48051,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1537.5,NA,NA,NA
BURLINGTON,34005,16705.98,500,NA,NA,NA,NA,700,NA,NA,295,NA,315,1581.5,55048.97,1450,NA,30
BURNET,48053,NA,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,4000,NA,11118.44,NA,NA,NA
BURNETT,55013,NA,NA,NA,NA,NA,NA,NA,NA,NA,215,NA,NA,106,510,NA,NA,NA
BURT,31021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,NA,NA,NA,NA
BUTLER,01013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,322.9,NA,NA,NA
BUTLER,19023,NA,NA,NA,NA,NA,NA,500,NA,NA,NA,NA,NA,NA,490,NA,NA,NA
BUTLER,20015,NA,250,NA,NA,NA,NA,400,NA,NA,NA,NA,350,250,2546.05,NA,NA,NA
BUTLER,21031,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,406.75,NA,NA,NA
BUTLER,29023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3348.15,NA,NA,NA
BUTLER,31023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,323,NA,NA,NA
BUTLER,39017,NA,250,NA,NA,350,NA,NA,NA,NA,NA,NA,NA,244,51916.4,258.38,NA,NA
BUTLER,42019,250,NA,NA,NA,NA,NA,1269.31,NA,NA,650,NA,1000,2817,15331.67,NA,NA,NA
BUTTE,06007,NA,NA,NA,NA,1200,NA,2261.41,NA,250,250,NA,250,5237.61,27853.77,1280,NA,36
BUTTE,16023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,NA
BUTTE,46019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1465.12,NA,NA,NA
BUTTS,13035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2599.89,NA,NA,NA
CABARRUS,37025,3050,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,367,25613.46,NA,NA,5
CABELL,54011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1054,4977.2699999999995,NA,NA,6
CABO ROJO,72023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,225,NA,NA,NA
CACHE,49005,NA,100,NA,NA,NA,NA,NA,500,NA,NA,NA,NA,27,3642,250,0,10
CADDO,22017,NA,NA,NA,NA,NA,NA,250,NA,NA,NA,NA,565,1003,38673.8,500,225,30
CADDO,40015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1048,NA,NA,NA
CALAVERAS,06009,NA,NA,NA,NA,NA,NA,1110,NA,NA,250,NA,250,1204,7912.4800000000005,210,300,NA
CALCASIEU,22019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,112,26368.43,NA,NA,NA
CALDWELL,21033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,399.25,NA,NA,NA
CALDWELL,29025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,175,NA,NA,NA
CALDWELL,37027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3177.57,250,NA,NA
CALDWELL,48055,NA,NA,NA,NA,NA,NA,500,NA,NA,NA,NA,1430,500,1355.84,300,NA,NA
CALEDONIA,50005,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,727,492.69,NA,NA,NA
CALHOUN,01015,NA,NA,NA,NA,209.97,NA,NA,NA,NA,NA,NA,1000,NA,4251.11,NA,500,NA
CALHOUN,12013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1331,NA,NA,NA
CALHOUN,13037,NA,NA,NA,NA,NA,NA,NA,NA,NA,325,NA,NA,NA,NA,NA,NA,NA
CALHOUN,17013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,408.25,NA,NA,NA
CALHOUN,19025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,242.22,NA,NA,NA
CALHOUN,26025,NA,300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9207.42,NA,NA,250
CALHOUN,28013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA
CALHOUN,45017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,368.75,NA,NA,NA
CALHOUN,48057,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,NA,1425.92,NA,NA,NA
CALHOUN,54013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,113,NA,NA,NA
CALLAHAN,48059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,447.55,NA,1167,NA,NA,NA
CALLAWAY,29027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,689.25,NA,NA,NA
CALLOWAY,21035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3173.78,2500,NA,NA
CALUMET,55015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5857.5,NA,NA,NA
CALVERT,24009,NA,NA,NA,NA,NA,NA,250,NA,NA,500,NA,750,1505,8231.72,600,NA,NA
CAMAS,16025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,185.5,NA,NA,NA
CAMBRIA,42021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5098.53,NA,NA,NA
CAMDEN,13039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4817.08,NA,NA,NA
CAMDEN,29029,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14312.32,NA,NA,NA
CAMDEN,34007,9649,2125,NA,1000,801,NA,550,NA,NA,690,NA,1225,2886.99,36173.42,NA,NA,4
CAMDEN,37029,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,853.75,NA,NA,NA
CAMERON,22023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,250,NA,NA,NA
CAMERON,48061,NA,250,550,NA,NA,NA,NA,NA,NA,NA,NA,4248.49,694,25355.28,NA,NA,10
CAMPBELL,21037,250,NA,NA,NA,NA,NA,NA,NA,NA,250,NA,NA,64,6060.04,NA,NA,NA
CAMPBELL,46021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,503.09000000000003,NA,NA,NA
CAMPBELL,47013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1248,NA,NA,NA
CAMPBELL,51031,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2307.75,NA,NA,NA
CAMPBELL,56005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,7949.860000000001,NA,NA,NA
CANADIAN,40017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,381,19345.46,NA,NA,3
CANDLER,13043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,522.52,NA,NA,NA
CANNON,47015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1241.98,NA,NA,NA
CANYON,16027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81,12019.82,250,NA,NA
CAPE GIRARDEAU,29031,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,271.99,61,7745.13,NA,NA,1
CAPE MAY,34009,7820,1800,NA,NA,NA,NA,NA,NA,NA,305,NA,600,24,9068.77,NA,NA,NA
CARBON,30009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,1922.49,500,NA,NA
CARBON,42025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,529,2794.1,NA,NA,NA
CARBON,49007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,133,NA,NA,NA
CARBON,56007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,843.5,NA,NA,NA
CARIBOU,16029,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.71,NA,NA,NA
CARLTON,27017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,615.75,NA,NA,20
CAROLINA,72031,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72,40,NA,NA,NA
CAROLINE,24011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,289.56,1155.29,NA,NA,NA
CAROLINE,51033,NA,NA,NA,NA,NA,NA,500,NA,NA,NA,NA,NA,137,1469.31,NA,NA,NA
CARROLL,05015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1771.24,250,NA,NA
CARROLL,13045,270.65,NA,NA,NA,NA,NA,807.97,NA,NA,NA,NA,NA,600,9233.36,NA,NA,30
CARROLL,17015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,574.5,NA,NA,561.75
CARROLL,18015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84,NA,NA,NA
CARROLL,19027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,691.22,NA,NA,NA
CARROLL,21041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,556.65,NA,NA,NA
CARROLL,24013,2700,NA,NA,NA,NA,NA,310,NA,NA,NA,NA,NA,1565,21077.829999999998,300,NA,170
CARROLL,28015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,353,NA,NA,NA
CARROLL,29033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,310,NA,NA,NA
CARROLL,33003,545,850,NA,NA,210,NA,2000,NA,NA,NA,NA,NA,404,10985.68,NA,724.9,NA
CARROLL,39019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1528.25,NA,NA,NA
CARROLL,47017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,730,NA,1686,NA,NA,NA
CARROLL,51035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1381.6399999999999,NA,NA,NA
CARSON,48065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,113,NA,NA,NA
CARSON CITY,32510,NA,NA,NA,NA,NA,NA,3200,NA,NA,NA,NA,NA,NA,14721.74,752.6800000000001,500,NA
CARTER,21043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,762.5,NA,NA,NA
CARTER,29035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA
CARTER,30011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,NA,NA,NA
CARTER,40019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4394.63,NA,NA,NA
CARTER,47019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,800,1650.13,NA,NA,NA
CARTERET,37031,NA,100,NA,NA,NA,NA,NA,NA,NA,400,NA,NA,143,13517.119999999999,NA,NA,NA
CARVER,27019,NA,2200,NA,NA,NA,NA,NA,NA,250,6675,NA,NA,250,11206.35,NA,NA,NA
CASCADE,30013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,NA,7777.67,NA,NA,NA
CASS,17017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1517,NA,NA,NA
CASS,18017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,128,946.83,NA,NA,NA
CASS,19029,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,650.3599999999999,NA,NA,NA
CASS,26027,NA,3001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,3409.9300000000003,NA,NA,NA
CASS,27021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1926.28,NA,NA,NA
CASS,29037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,10890.96,NA,NA,25
CASS,31025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,360.5,NA,NA,NA
CASS,38017,NA,3050,NA,NA,NA,NA,1175,NA,NA,1255,NA,350,616,21087.02,NA,NA,NA
CASS,48067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3250.6,NA,NA,NA
CASSIA,16031,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1301.25,NA,NA,NA
CASTRO,48069,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,637.5,NA,NA,NA
CASWELL,37033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,329,NA,NA,NA
CATAHOULA,22025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,293.75,NA,NA,NA
CATAWBA,37035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,500,79,10432.130000000001,NA,NA,100
CATOOSA,13047,NA,NA,NA,NA,NA,NA,NA,NA,NA,250,NA,NA,347,3447.79,NA,NA,NA
CATRON,35003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2447.81,NA,NA,500
CATTARAUGUS,36009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1696.08,NA,NA,NA
CAVALIER,38019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,153,NA,NA,NA
CAYUGA,36011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,400,NA,3139.9100000000003,700,NA,NA
CECIL,24015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10004.31,NA,NA,NA
CEDAR,19031,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,453.79999999999995,NA,NA,NA
CEDAR,29039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,437.25,NA,NA,NA
CEDAR,31027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-10,NA,NA,NA
CENTRE,42027,NA,250,NA,NA,322.99,NA,1250,NA,NA,500,NA,800,351,10545.83,600,NA,242
CERRO GORDO,19033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4526.43,NA,NA,NA
CHAFFEE,08015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,547,1997.5,NA,NA,NA
CHAMBERS,01017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2342.83,NA,NA,NA
CHAMBERS,48071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,210.55,NA,5904.03,NA,NA,NA
CHAMPAIGN,17019,NA,500,229.9,NA,NA,NA,NA,NA,NA,250,NA,263.55,4291,8648.56,625,NA,71
CHAMPAIGN,39021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2910.51,NA,NA,NA
CHARITON,29041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,153.19,NA,NA,NA
CHARLES,24017,70,NA,NA,300,NA,NA,500,NA,NA,NA,NA,NA,263.5,12157.03,NA,NA,2
CHARLES CITY,51036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,858,NA,NA,NA
CHARLES MIX,46023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,NA,NA,NA
CHARLESTON,45019,540,6150,NA,NA,NA,2800,11272.15,NA,5000,250,NA,3615,1194.46,46754.35,1169.01,1550,20
CHARLEVOIX,26029,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,250,NA,4711.49,NA,NA,NA
CHARLOTTE,12015,NA,2000,NA,NA,250,NA,500,NA,NA,NA,1000,1158.5,270,26657.91,NA,NA,1
CHARLOTTE,51037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,287,6906.25,NA,NA,NA
CHARLOTTESVILLE CITY,51540,737,1500,NA,NA,NA,500,550,8400,NA,755,NA,622.8,3778.24,4850.58,532.38,NA,350
CHARLTON,13049,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1529.95,NA,NA,NA
CHASE,20017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,767.65,NA,NA,NA
CHATHAM,13051,160.65,280,NA,NA,1225,NA,4462.16,NA,250,1250,NA,1300,1911.7,41800.04,NA,NA,11
