contributor_zip5,Biden,Buttigieg,Harris,Sanders,Warren
92333,,,,277,
92335,351,,75,766.6,
92336,642.35,50,590,2268.3,175
92337,,,195.2,321,
92341,,,,72,
92342,,,700,225,
92344,,,,156.45,
92345,,,,766.9,150
92346,14,95,1513.93,1616.96,988
92350,,,100,,
92352,,,200,760.2,
92354,,100,250,218.7,
92365,,,,516.34,
92371,,,,790,625
92372,150,,,262,350
92373,3440,1388.56,1866.68,3835.65,2778.96
92374,2989,1010,865,3038.6,1517.71
92375,,,,250,
92376,,100,150,3358.2,247.5
92377,2945,,,1275.46,250
92382,250,,,27,131
92386,,,,380.7,
92391,,,,,1125.49
92392,500,,2800,850.4,905
92395,,,,289,
92397,,50,90,1548.9,500
92399,,50,3593.12,5010.52,415
92404,,,150,4038.36,435
92405,,,250,10,169.25
92407,,,,656.9,855
92408,,,,18,
92410,,,,735.66,
92411,,,,321,
92427,,,,95,
92501,,634.01,163,939,938.05
92503,846,,2523.13,2609.8,1276.82
92504,925,250,215,2321.8,763.2
92505,,490,1266.73,2227.66,778.72
92506,2506,1121,4719.36,6791.8,5446.09
92507,103,,2145,2658.66,3201.27
92508,5,517.67,3495,2998.9,
92509,179,,1490,989,
92517,450,,2800,,
92518,,,68,,253
92530,,,,763.3,90
92532,60,,4000,177,100
92539,,,,400,
92543,,,,1660.1,631.58
92544,400,273,2320,788.8,75
92545,,60,100,598.4,500
92546,200,,,,
92549,,,950,1383.36,300
92551,,,,483,65
92553,,,500,620.5,
92555,,,175,3910.8,715
92557,20,160,75,1443.1,360.2
92561,,,,82.35,
92562,,1000,3475,963.2,3150
92563,525,387.2,1965.73,2677.1,1138
92570,350,,520.24,781,450
92571,75,,,401.2,687.79
92581,,,,131,
92582,,,,219.2,500
92583,612,,602.29,383.8,70
92584,,,300,916.94,
92585,,,,328,
92586,402,,25,517.7,
92587,38,,100,846,218.03
92590,,,8427,800,1353.79
92591,,700,883.2,1488.91,815
92592,1000,424.07,1333,4152.27,1228
92593,,520,,,
92595,250,,,295.26,
92596,,150,75,399.7,90
92602,250,75,3785.68,343.7,1460
92603,13150,3678,11650,2386.9,1020
92604,778,899.97,1365.13,2319.1,2074.33
92606,250,4910.15,3400,1855.9,303
92607,,,,289.36,
92609,,,,164.4,
92610,1219,,175,980,
92612,8660,3975,5469.32,4253.36,4283
92614,1424.8,543,7250,3885.96,5308.03
92615,,950,310,,
92616,,,2800,,
92617,600,,4327.16,3678.2,4270.43
92618,20175,3224.76,9050,4089.49,2476.36
92619,100,,,,
92620,5823,7758.66,2063,6122.9,1486.14
92624,,,223,100,458.79
92625,4300,2903,22990,437,2167
92626,9100,1150,10193.92,5950.2,2720.06
92627,1820,3860,1625.31,3375.88,656
92629,16128,9245.2,8585,3869,7036.53
92630,1554,2801,4310,3977.34,2318.36
92636,124,,,,
92637,791,978.87,734.75,1421,3054.47
92646,1113.03,2390.08,3322.65,2858.63,3832.04
92647,2400,135,2108.71,5758,1005
92648,2907,2987.55,3300,15780.68,2032.09
92649,475,1258.08,3905,2434.9,1450
92651,23510,27435.79,17965.34,6964.36,6914.09
92652,350,,,90,
92653,850,2035.91,2172.11,1974.4,1108.76
92655,,,,274,
92656,4122,2136.68,3745.67,5671.75,1921.2
92657,6979,2438,11755,27,1087.79
92658,,,2700,,
92660,23828.09,9268.69,30613.39,2345.6,3798.78
92661,500,550,310,1670,
92662,4850,,600,,200
92663,3075,825,13615,1538.7,4233
92672,1050,2398.2,605,1523.4,2445
92673,6720,1991.71,893,390.34,2225
92674,,,,158,
92675,867,1910,10830,4228.7,7034.47
92676,,,650,254,265
92677,19070,1607.74,5276.18,3643.72,2439.06
92678,,,,40,162
92679,1000,1863.33,7925,853,600
92683,,34.4,5876.71,3241.62,369.74
92684,,,,,100
92688,1015,60,3219,3545.7,1643
92689,,,1000,,
92691,1520,143.7,2265,4901.57,1182.33
92692,1620,1892.67,1404.53,1904.36,1141
92693,,,,100,
92694,12600,1500,4718.11,394.22,1193.5
92697,,,,,1000
92701,70,,131,3422,170
92702,,,2800,,
92703,,270,250,3833.7,
92704,,513,295,1665.93,400
92705,6242,1395.36,2453.11,5559.34,5717.5
92706,,1587.65,1445.12,801,2305
92707,,1550,12400,1297.44,
92708,773,247.48,2749.66,3808.8,3469.75
92711,,1462.41,,,
92728,,,,290.2,
92780,2350,835,4500,4246.06,2742.33
92781,,,75,,
92782,1350,1625,2205,587.8,835.47
92799,,,,162,
92801,,,,1244.8,95
92802,,,,304,234.47
92804,650,,1439.12,1435.7,300
92805,65,,1685.16,7844.7,1486.33
92806,,785,,2443.2,115
92807,9900,488.23,8303.72,9861.2,1250
92808,,272.03,2950,1785.75,49
92817,,,,1100,
92821,4125,179.2,2477.98,4745.79,450
92822,0,,,246,
92823,1170,,,358,
92831,300,77.64,555,1193.22,2734.67
92832,3058,175,,2926.16,1110
92833,3300,64.45,975,2026.1,2155.47
92834,,,,,350
92835,300,1042.19,1638.39,1125.66,860
92840,,325,501.32,3117.74,200
92841,,,,2376.5,
92843,500,,,1663,75
92844,,,,574,145
92845,201,139.02,443.49,89.2,693
92856,,,,336,
92859,,,118,177,
92860,125,1000,652.46,826,
92861,65,,5600,205.1,1042
92863,,,,164.64,71
92865,,75,,2843.54,
92866,,150,575,331,1800.03
92867,2900,625.4,6929.14,5265.8,818
92868,,,300,5485.5,530
92869,425,1154.58,671,1732.26,2986.83
92870,4725,625,1625,1435.7,2729.9
92879,,,415,1936.1,928.19
92880,2800,,811,1810.45,800
92881,5600,,216.53,1450.26,250
92882,393,202.89,611,2162.43,150
92883,207,488.75,675.6,,
92886,510,329.83,9106.87,3546.8,1481
92887,3273,,,954.26,490.5
93001,3065,716.58,2388.76,7056.58,9814.68
93002,,115.78,608,94,277.79
93003,2359,810,1179,4867.11,3973.75
93004,19,2178.26,3032.39,832.34,1830
93007,,,,,300
93009,,,,382.86,
93010,1967,835,732.77,2113,3225
93011,,,5,845,250
93012,6019.33,516,1740,1535.2,295
93013,,606.46,250,1966.56,1826
93014,,,,131.7,
93015,,125,,441.9,
93018,250,,,,
93021,1110,475,760,1604.86,4152.32
93022,,453,620,207.54,661.09
93023,4282.5,13895.15,8317,6600.96,1603.47
93024,,170,,250,113
93030,439,,925,1966.15,1732.5
93031,465,,,,
93033,,25,400,594,
93035,554,51,770,1135,1597.52
93036,250,115.59,727,926.3,1384.64
93041,4293,10,,1156.12,
93043,,,,127.36,
93060,482,,1075,1340.5,560
93061,,,,,253
93062,,,,285,
93063,2760,25,1852,4448.31,629.23
93065,849,4537.86,1605,4804.28,2004.92
93066,100,5725,5,612.7,
93067,2800,400.35,1000,,1600
93101,1291,11763.89,6672.29,5306.29,4576
93102,,,50,,
93103,2134,14483,8525.5,3060.16,9723.7
93105,794,9816.75,10713.41,9681.99,16300.07
93106,,,,349.28,
93108,15321,70067.5,50508.39,1976.95,11187.86
93109,25,652,1729.44,7019.5,1474.89
93110,1025,375,4400,734,6575.52
93111,1250,21560.97,2359.8,4320.4,2264.53
93116,,,,416,
93117,575,8750,9200,12897.8,10354.92
93120,200,,,,
93121,,,1500,,
93123,,100,,,
93130,,,1000,436.7,2281.88
93140,,,250,,
93150,,,275,146.7,2500
93160,,,150,,
93190,150,10,,,100
93203,,,,120,
93205,,,,50,
93210,,,75,,
93212,,,,81,
93215,,,,391.6,
93221,,,,621.36,511
93222,,,,122,105
93225,,,,27,885
93230,,,,2183.4,2779.34
93234,,,,137,
93238,,,275,,300
93240,,,1007.73,181,
93241,,2800,,,
93244,,,,147,
93245,,,,287.1,75
93247,,1385,,,
93250,,,,304,
93252,,,,,413
93257,200,,500,1742.1,
93263,1000,,,150,
93265,,,237.5,,600
93268,,,,383,
93270,,500,,364.7,
93271,,,,563,750
93274,190,,,710.55,
93277,,125,755,2281.93,600
93278,2850,,500,,
93280,,,,100,
93285,,,110,,
93287,,,,,500
93291,1900,735,1515,312,585
93292,223,1560,695,927.94,
93301,,1000,250,125.4,
93304,,,,229,
93305,25,70,1356.47,1551.7,247.25
93306,1043,250,705,1293.65,507.5
93307,,,,25,
93308,596,,590,1104.11,621.06
93309,50,525,1675,1958.06,401.03
93311,3445,,3892.22,3394.4,1315
93312,,250,228,1290.76,
93313,633,25,,868.8,
93314,,,197.13,47,270
93389,,,,,250
93390,,,,,175
93401,1750,5155.8,12425.18,1942.4,7505.4
93402,,25,1656.18,4151.8,1233
93403,,,,634.46,2406.67
93405,134,1293,2225,2227.71,2435
93406,,250,168,764.7,
93408,,,,134.21,
93412,,250.2,195,507,411
93420,662,1250,5167,2520.14,2009.79
93421,,,1000,,
93422,,395,2258.72,1859.7,866.53
93423,,,,529.71,
93424,,376,,,257.5
93427,,,,,89.36
93428,325,1575,2184.91,3191.26,3540.33
93430,35,925,1340,177.7,199
93433,198,,,3205,150
93434,,,,27,
93436,,148,1385,1125.56,616
93438,,,,224,
93441,,3,,220,248.99
93442,125,800,700.01,1800.2,3411
93443,85,,,466.36,
93444,1495,1205,1825,1252.2,1544.76
93445,,,350,75,80
93446,,1099.23,1046.47,1774.8,2452.7
93447,,,,365,
93448,,250,,,
93449,600,110,125,2242.14,175
93453,,570,,1282,
93454,35,306.84,,951.16,300
93455,,230,240,3199.5,775.71
93458,,604,,277.34,
93460,9696,350,3400,870.7,325
93463,,1060,1210,1031.5,500
93464,,3300,,,
93465,79,,600,243,625
93483,,,1400,105,
93504,,,,,344.47
93505,,,,27,
93510,,,3250,27,
93514,,1450,1500,1620.2,10185.24
93515,,,,154.7,
93517,,,,75,
93524,,,,177,
93526,,,,,338.56
93527,,80,,342.7,
93531,,200,,,
93532,,,,685.2,
93534,,175,,1731.05,446.39
93535,,,559.18,3593.03,50
93536,1539,575,2155,2305.79,1026.36
93543,,,200,170.7,150
93545,,,,27,285
93546,121,500,575,277,1310
93550,,124.49,450,1032,480
93551,1400,1350,1148.63,636.7,3548.3
93552,,,225,536.2,
93555,,600,350,1487.1,205
93556,,,,27,334
93560,,,,696.4,
93561,,1598.53,850,3300.7,851.2
93581,,63.2,,50,
93591,,,,54,
93601,,,,54,
93602,,,,560.5,
93604,,,,100,340
93610,,200,,62,
93611,,1198.12,725,1086.8,285
93612,300,853,375,1220.11,
93614,,,,746,899
93619,2800,,534.11,976.36,120.7
93621,,,,,200
93622,68,25,,208,
93625,,,30,435,
93631,,,175,212,
93635,,,2500,1106.6,553
93636,700,,5600,1095,155
93637,500,,525,725.46,745
93638,,70.2,,256.54,
93641,,,,,150
93643,745,1383.1,1056.41,,
93644,208.25,,,1313.7,423.2
93647,,,,102.7,
93651,,,,200,
93654,,,,687,
93656,1000,,,,
93657,,,,329.1,300
93662,,,,15,
93675,,,,250,323.63
93702,,250,322,223,
93703,,,,1191,922.03
93704,1300,684.91,1593.68,4552,3479.73
93705,,350,80,1943.96,1112.5
93706,,,529,34.3,
93710,260,204,,2542.66,285
93711,1339,1075,1620,4180.1,3560.5
93715,,,,180.56,
93720,,1000,2825,2632.1,483.79
93721,50,165.28,10000,437.9,490
93722,500,550,140,1961.06,232
93723,,,150,75,
93725,,,475,,160
93726,,,870,1039.7,
93727,825,656.15,75,1781.25,1421.86
93728,,,2000,2263.1,175
93729,,,500,307,
93730,,1000,100,65,
93737,,75,,8433.9,500
93901,25,325,155,5729.85,613.2
93905,,113.81,613.81,801.2,150.5
93906,,400,710.6,2742.2,500
93907,5,83.2,527.13,1993.04,417.03
93908,145,,300,3000,685
93920,,,1500,,
93921,50,3624.87,2300,2091.9,405
93922,,,425,353.7,
93923,5886,2518.8,4239.85,5748.5,8533.36
93924,1910,6285.03,2955,910.9,4905.22
93926,,,,27,
93933,1050,200,605,1793.54,255
93940,1263,7545,5895.9,10137.86,2900.11
93942,100,,,268.4,155
93943,,,,,500
93944,,788,,,
93950,1000,275,2272.5,8795.22,3193.22
93953,4274,1975,2350,220.7,559.79
93955,,,1639.52,1293.87,916
93960,,,,200,
93962,,,,100,
94002,11468,11650.07,12630.01,9434.66,4764.35
94005,250,1825,6221.72,974.4,1100
94010,91350,161262.83,84528.56,10076.56,19781.32
94011,1585,4000,,1000,
94014,150,560,2829.33,904.81,723.22
94015,767,1486.14,1021.06,2851.89,1490
94017,,,,529.99,
94018,,,1250,337.7,700
94019,3787.5,12780.99,5202.23,2858.5,5793
94020,,817.45,200,30,1261.03
94022,52900,36852.33,52275.01,3875,21389.08
94023,6600,3800,11000,,3050
94024,17264.25,40889.73,42040.96,3163.6,10096.68
94025,48811,72138.15,92990.11,22399.12,37853.25
94026,250,250,,371,246
94027,31675,60687.56,84108.81,5173.81,14039.8
94028,31224,39835.32,39024,1924,8261.65
94030,93,1225,720,3380.96,1823
94035,2800,,,,378
94037,3370,3200,1719.2,1895.42,365
94038,1075,3700,1565,639,2320.79
94039,,784.91,250,,
94040,2559,8941.07,21364.24,11333.47,16800.39
94041,6379.6,8116.55,6348,7117.2,7552
94042,,,,54,
94043,4800,10677.94,12954.73,20291.22,19254.29
94044,4455,4238.69,15961,11123.85,13009.39
94060,100,135,250,250,629.47
94061,5807.5,5740,14190,12270,5311.12
94062,19390,50962.49,87639.2,14553.66,26732.64
94063,6800,1507.45,2011.06,5902.26,7649
94064,,,,250,
94065,322.33,3944.81,1864.04,6207.2,1031.39
94066,1505,262.7,4418,7988.61,1598.33
94070,12127.5,16323.02,18355.2,6275.46,23855.19
94080,3310.1,1442.17,9792.26,4063.39,1505.5
94083,,,,229,
94085,1600,7787.02,1023,9955.02,5612.36
94086,1942,5269.62,8216.13,12855.1,14005.73
94087,7177,19692.13,9125.32,13980.16,12522.64
94088,,,,361.9,
94089,1000,3250,1025,4376.4,526.5
94102,10525,37475.91,34276.83,9192.45,7216.25
94103,15835,58774.85,45158.64,25941.09,30029.23
94104,8850,7682,62774,5372.86,7322.41
94105,3815,53635.78,68380.7,12214.51,12786.2
94107,9450,52017.52,48807.92,24337.56,25379.76
94108,4550,16864.81,29018.81,2556.96,9612.57
94109,26984,81133.18,91856.51,23022.69,40160.29
94110,7765,110283.96,72177.8,54144.45,103608.64
94111,21910,24777.53,88974.55,6294.06,5928.71
94112,2800,8868.74,19893.11,12896.08,8237.02
94114,19652,182657.91,115274.64,33037.38,72259.91
94115,50780,129287.87,227112.08,9843.26,39933.64
94116,10045,9375,20204.63,6030.26,11420.81
94117,20626,118030.12,74351.68,39618.36,65298.65
94118,34685,83022.13,204033.61,20754.07,24140.8
94119,,750,250,243,250
94121,23577,19603.71,50497.5,16680.12,20837.52
94122,4505,14486.82,27711.3,21927.87,27906
94123,28781,51154.09,113247.25,6051.76,13685.5
94124,,9787.6,14578.33,3127.8,4591.46
94126,,2800,4550,,200
94127,5710,24229.02,24100.35,6968.39,13272.61
94129,1100,11095,11450,3618.1,6203
94130,,,4417,,2800
94131,17300,62176.89,47013.45,19017.97,43186.37
94132,478,5662.77,7748.2,6641.6,1956.3
94133,8928.5,35213.65,53039.75,12349.6,7716.24
94134,,1690,910,3856.2,1057
94140,,,1000,,
94141,,3050,,,
94142,,,,,250
94143,,,,238,
94146,,,2925,13.3,
94147,,,4000,308,
94158,,10665,2800,2466.67,1281.87
94159,,700,,1700,3035.6
94164,90,,234.25,,
94188,,1000,3700,,
94244,,,,288.64,
94301,59520.82,95121.74,100821.04,11977.87,28885
94302,,,530,,1400
94303,12486.33,21828.68,21801.81,18718.7,10957.4
94304,7215,808.18,2710,2283.06,2550.2
94305,1830,5876.19,6610.53,1521.5,10038.51
94306,14627,20842.03,28379.08,23009.22,32396.01
94309,,300,200,,550
94401,788.5,3596.76,10805.37,2194.4,10244.64
94402,9060,16587.07,31791.04,7517.95,13063.85
94403,2048,12930.06,21472.97,4731.1,10087.48
94404,2800,4041,5447.58,4014.9,3288.85
94501,8699,15592.93,45863.59,17505.18,28066.64
94502,,,2250,1244.9,3897
94503,222,,1025,41.36,
94505,115,,1400,54,
94506,1340,1751.2,9260.46,1157,1700
94507,7473,3205.81,11109.55,3940.36,6046.42
94508,,1020,,125.1,375
94509,468,389.95,596.86,2260.1,1024.2
94510,1550,1711,1725,876.8,1615.74
94513,653,250,1802.82,6726.66,1687.28
94515,662,1875,1505,1754,3911.45
94516,,,,158.7,
94517,250,669.82,2110,780,1766.7
94518,282,1405,3067.26,2769.4,3522.99
94519,,1532.94,100,857.96,1375.7
94520,706,1088.89,25,4075.01,1034.95
94521,692,1170,555.92,4058.73,1153
94523,2427,3035,7297.56,8713.72,4657.17
94525,225,,,789.36,311.25
94526,9455.08,4697.55,10343.81,7663.1,9708.86
94528,,,1000,,
94530,3500,8333.63,10547.45,17725.9,14974.81
94531,600,321.93,220,1266.3,150
94533,143,2450,1775,4265.7,514.41
94534,1039,750,3171.43,1288.7,2290.47
94535,,,230,463.4,
94536,1092.75,3160,8114.81,6698.22,2285.35
94537,,,2500,,
94538,1660,913,1040,7370.15,7281.64
94539,5970,1258.29,9388.79,4997.9,4432.23
94540,,,400,,
94541,,250,8722.61,6223.36,1636.85
94542,2950,731.79,6270.13,2374.86,102.23
94544,,601.92,2575,5443.71,220.5
94545,200,,2983.53,2377.9,744.15
94546,2700,2515.7,5078.34,5767.4,4379.66
94547,30,263.47,2930.97,1364.49,844.15
94548,,,,,250
94549,9889,22882.35,39905.73,12303.87,18035
94550,303,1805,9424.57,6087.86,9322.79
94551,,1725,950,1798,3376.7
94552,,572.7,4083.1,1918.5,827.5
94553,1617,2374,5397.17,5502.1,3574.67
94555,1478.5,100,2874,1237.5,600
94556,3460,6461.05,13896.99,5559.9,3950.47
94558,2580,11670.53,12133.36,10453.7,6306.1
94559,550,3965.69,2798.52,2042.8,1250.7
94560,600,1435.73,710,2462.02,1100
94561,100,50,648,2492,106.4
94563,17884,28124.84,14648.66,4349.06,8460.77
94564,75,700,3279.86,2070.1,1716
94565,400,446.73,6867.86,2442.26,343.67
94566,2053.5,3880,2503.51,5702.55,2441.7
94567,,,,,200
94568,2606,933,7550.95,4572.4,1706.03
94569,,,,1320.4,
94570,,,,903.07,
94571,200,280,100,500.45,1118
94572,,,680,79,
94573,,,1760,515.5,
94574,3810,4550,2560,716.56,2414
94575,,,,30,
94577,,766.21,5843.72,6018.2,8252.92
94578,,500,1420,2312.56,975
94579,,250,300,1028.34,
94580,700,,227.06,1975,
94581,1000,,750,,2300
94582,4100,5678,3780,1101,465
94583,2267,1517.14,3650.23,3361,4744.11
94585,500,277.32,600,923.7,1092
94586,,,,284.71,
94587,1525,2300,6106.67,5698.45,5289.04
94588,8756,2497.13,6639.08,3912.31,2532.25
94589,50,647.77,263.66,973.7,360
94590,,3633.45,839,4492.94,856.2
94591,1550,3787.87,4086.33,4165.26,2703.7
94592,,545,,1379,
94595,2547,6083.41,3777,6740.66,5314.78
94596,75,3339.96,8962,2334.3,8272.12
94597,710,2629.42,6271.22,5260.89,3422.06
94598,6825,1910,14196.31,5447.91,4893.24
94599,572,2590,510,500,225
94601,,562,12695.4,7021.56,4112.85
94602,1248,10695.97,21230.27,7270.91,20276.32
94603,,,,150,431
94604,,,,401.1,200
94605,1255,7313.34,57589.83,13364.47,5226.46
94606,500,3419.4,1199.33,9181.19,5725.19
94607,,3173.87,20657.32,24293.34,19064.18
94608,1334,6616.73,15587.65,17028.86,20314.53
94609,1350,4179.42,13957.49,19228.36,10809.04
94610,8914,27298.91,48510.72,13700.02,40644.37
94611,43140,35260.37,117229.77,39787.27,41099.95
94612,500,8002.62,35496.52,19291.62,10426.05
94613,,,,804,
94618,12118,25315.76,38016.73,21757,33024.13
94619,200,5907.56,28690.2,15142.34,9020.38
94621,500,100,6600,1233.35,355
94623,250,,500,,
94662,,250,3150,,281
94701,,,,1400,2800
94702,,3905,7932.67,15778.57,18834.18
94703,1949,5759.54,11822.48,20214.32,25683.85
94704,3000,4652,3071.08,15355.12,8955.35
94705,15064,25253.04,44608.7,20640.85,54480.02
94706,1901,2220.59,14476.92,15277.86,16431.28
94707,4107,17892.88,49520.54,15371.3,33263.76
94708,4669,15972.86,31476.93,12744.4,25135.17
94709,2510,9340.27,5869.59,22513.62,13601.7
94710,6150,1708,14316.05,6734.92,15077.22
94712,,,,,100
94720,,,79.01,3053.26,
94801,,578.2,5069.61,4023,12828.88
94802,,,300,300,
94803,850,735,3353.6,6331.6,4216.83
94804,662,5707,7725.67,6451.59,9434.81
94805,98,344.82,5598.69,3399,3960.63
94806,,,4896.86,4859,1735.28
94807,,1294.27,,,1250
94901,23893,13678.59,26507.66,11844.85,11425.28
94903,7155,15475.1,17573.17,16223.86,8698.91
94904,40840,26410,55086,842.36,6448.53
94912,,750,275,620,
94913,,,,,350
94914,,,,,500
94915,100,,385,900,480
94920,106811.33,77657.73,80373.37,9604.12,20831.09
94922,,,2800,300,
94923,5888,400,4407.41,450,637
94924,,2088,8500,1221.3,2014
94925,1310,2583.84,6703.65,1585,8481.69
94927,,,63,181,
94928,150,1356.72,452,4039.6,2505.33
94929,,483.18,,,600
94930,,4440,2515,3773.53,3181.53
94931,,,6400,2282,2610
94933,,250,291,196,402
94937,,250,242,2287,1980.7
94938,,,,1008,303
94939,9315,8809.91,24268.33,10543.98,3858
94940,,,1492,70.2,
94941,73874,87736.59,81574.24,11781.55,22154.88
94942,500,150,,54,841.5
94945,485,2168,3081.4,3192.34,2748.86
94946,,1076,1112.5,131,28
94947,436,1790,10863.33,3232,1576.29
94948,,248,,309,
94949,403,2125,2588,1673.96,3467.75
94951,36,2037.81,293.44,2814.41,4000.57
94952,9059,5677.43,4934.13,13446.26,9088.82
94954,2084,10388.27,5775.79,6635.8,2430.22
94955,2800,,2700,,
94956,95,4903,1533.79,1272.4,3580
94957,5800,9630.02,18533.07,127,2531.79
94960,3565,9453.48,16038.39,6954.2,13953.2
94963,,6882.35,675,,1100
94964,2800,,500,,
94965,8349,19784.07,28793,6347.98,21169.27
94966,,1025,,943.4,504.33
94970,,950,250,,
94971,,210,200,,
94972,,,45,,
94973,,478,480,1924.7,1025.7
94975,,,,1477,1449.33
94977,,,1750,,
95001,200,,15,204,390.34
95003,5463.92,4155.32,10855,6687.29,10620.38
95004,,,275,4649.5,100
95005,,585,420,1987.5,917.06
95006,100,1100,530,6247.2,2122.06
95007,,50,,,
95008,3333,4684.76,7516.68,13172.76,9909.64
95009,,,,81,
95010,,35,1844.22,3274.29,273.5
95011,,100,,,
95012,65,,42,57,
95014,5485.5,12137.66,20320.98,14392.01,18026.09
95015,1500,,,,
95017,,,260,,130
95018,350,1475,1141.99,4720.39,1911.51
95019,,,,794.45,
95020,4369.5,220,3958.29,9406.67,926.25
95021,,885,,,
95023,,250,355,2988.7,1090
95024,,,1000,250,
95030,6115,28449.76,48450.07,6265.7,9415.1
95031,500,1350,,1636.9,
95032,3587,10501.84,7753.92,4928,2635
95033,3279,3260,725,2256.7,10181.2
95035,2283,5643.43,3580,5161.45,1483
95037,4719,2837.13,2802,7307.2,1730
95038,,,280,472.71,
95039,250,,,,
95045,401,,,2002.92,350
95046,,325,410,,650
95050,415,2138,1552.78,4643.92,2097.99
95051,568,790.2,2251.9,12820.86,4453
95052,,,,27,
95053,,,,215,
95054,830,3815.93,1750,5492.62,681
95055,,,500,,158.03
95056,,,,27,
95060,2466,17638.07,13418.79,28713.69,21918.41
95061,,2025,750,3100,1358.67
95062,2354.84,2819.91,5035.34,22290.28,13085.1
95063,,,,50,
95064,,,130,2877.5,
95065,750,6435,2250,3963.1,6063.29
95066,500,795,1159,1630,4719.03
95067,,675,,,
95070,22192.3,15611.33,38558.82,8697.6,11903.78
95073,100,1115,3058.53,3604.68,1766.7
95076,335,6622.64,2897.99,10685.45,3605.14
95077,415,,425,,
95106,,2800,,,
95108,,30,,,
95110,250,5142.54,810,5845.19,949
95111,,30,519,1760.1,850.7
95112,647,10482.15,9006.14,15162.57,12894.89
95113,3050,3691.67,5460,694,3565
95116,,1100,800,4405.6,50
95117,250,1271.07,2440.84,796,1258.92
95118,,3915,7272.73,3995.96,2027.74
95119,400,799.5,502,4497.5,750
95120,3415,4298.08,9949.05,3901.9,4216
95121,,,1925,1396.34,100
95122,,,,2723.64,266.71
95123,250,4339.19,2142.5,10445.67,6261.39
95124,1223,7431.57,10252,5161.57,5905.33
95125,10835,21436.51,21787.02,15149.76,13456.14
95126,1000,14193.62,3517.5,9965.26,9073.2
95127,1000,2800,663,1848.54,158.03
95128,1370,3291.88,9128.33,8993.72,6481.53
95129,200,4345.29,2446.85,7154.32,4576.01
95130,150,,7043.75,4597,2875
95131,1250,295,6911,3987.66,3253.1
95132,50,1000,,1438.16,3674.13
95133,1500,215.28,,589.3,272.45
95134,,1891.83,4392,6688.46,3450
95135,126,1312.59,1430,427.4,493.92
95136,300,1375,860.6,3591.2,1847.33
95138,2500,4745,1475.49,2004.74,930
95139,61,467.54,,1811.4,386
95140,,,,1161,
95148,650,76,550,1339.62,483
95150,,75,,,
95157,678.09,,,,
95159,,,250,,
95201,,,,189,
95202,30,,,2700,
95203,,250,1000,1276.7,
95204,120,54,3185,799,105
95205,,,,174.4,50
95206,67,100,,127.2,
95207,108,200,55,3744.4,3094.67
95209,,,245,401,1820.2
95210,,267.98,,903.26,
95212,100,,185,649.08,
95215,,,,544,
95219,260,,7586.48,791.2,130
95220,,,,,250
95221,,,,238.86,
95222,,,100,,780.86
95223,258,155,856.96,295,500
95227,,,,2800,400
95228,,,775,3542.06,278
95236,,,,167,
95237,,213,,149.3,
95240,123,,1175,1109.3,216
95242,,3024.32,510,162,434.33
95245,100,,,47,
95246,,200,250,27,
95247,,100,605,250,2102.89
95249,,,,27,
95252,,250,455,427,250
95255,,,60,750,493
95257,,,,60,
95258,,,,50,
95301,,,575,569.99,681.5
95304,125.33,,75,,
95306,150,,,,315.5
95307,,,,409.36,
95310,,105,,,703
95311,26,,480,,50
95312,,,,1644.9,
95316,,100,,,
95318,,,,57,
95320,,178.17,,,
95321,,,,185.7,
95322,,,,604.4,500
95324,283,,,64,
95326,,248.5,,750,
95327,,,445.61,70,105
95330,,,18,1325,
95333,,201.74,,,
95334,,,,27,100.5
95336,,,605,341.9,1063
95337,,500,630,364,320
95338,,693,1185,462,727.5
95340,64,849.85,325,1449,1981.03
95341,,,,194.9,
95344,,,100,,
95345,,,,487,
95348,,50,,531.7,460.53
95350,300,426,536,1570.7,2028.2
95351,,,,261.7,130
95353,,,,2.7,130
95354,50,335,100,118,415
95355,270,60,1094.18,1176.7,1650
95356,50,,,981,
95357,,250,702,1049.4,765
95358,,,2800,724.4,
95360,225,,,624,
95361,55,,90,600,195
95363,308,1750,,84,
95364,,325,,,
95366,370,,350,,
95367,,,125,135,25
95368,,,125,,
95370,58,175,928,1094.16,1679.33
95372,,,,253,
95374,250,,70,216,
95376,,,794.44,3313.77,161
95377,2240,75,1300.54,723.84,710.2
95379,,95,,313.7,326
95380,50,,390.6,261,247.8
95381,,,,152.7,
95382,,,250,3267.85,688.2
95383,38,,,2119.7,
95386,,,560,141.36,
95389,,,,543,
95391,,,1614.62,620.2,
95401,760.92,2254.8,5121.73,7539.66,1726.7
95402,,,1740.83,1373.06,500
95403,900,2676.69,8546.17,6266,2799.29
95404,2453,5485.21,15905.33,9718.96,12938.31
95405,2880,3757.5,6528.88,7246.18,3519.7
95406,,400,1100,728.9,500
95407,100,550,345,8966.91,1352.5
95409,793,4604.95,10302.89,8934.1,11432.76
95410,,,0,346,
95412,,,,106,
95415,,70,479,110,611.11
95416,,,,581,
95420,200,,,,
95421,,35,,150,
95422,,,,542,
95423,,,,262.2,
95425,1156,3352.07,3992.78,597.78,818
95426,,,,77,
95427,25,,,,
95428,,,325,3833.9,534
95430,,,,339,
95432,,585,,592,
95436,,4300,4743.26,2520,1728.36
95437,,445,1415,4858.65,3085.32
95441,3037.48,2800,4300,,
95442,2800,5204.2,2168.33,2133,2168
95444,,,154,468.5,600
