contributor_zip5,Biden,Buttigieg,Harris,Sanders,Warren
20902,992,2272.79,1498.74,8231.64,5862.19
20903,637,250,500,2960.5,8819.84
20904,3425,8103.12,4510,3324.96,5909.59
20905,1715,450.99,1725,3301,1685
20906,3194,1313.86,2280,3601.4,4740.93
20908,,,,100,
20910,13100.94,11922.71,15233.14,12686.31,31774.07
20912,5750,4248,9178.68,5996.63,14853.88
20914,,,500,,
20950,,548,,,
20993,,20,,230,
21001,500,,,171.85,472.93
21009,250,30,100,1466.24,523.58
21012,2185,2075,1000,798,750
21013,,,,27,300
21014,263.5,1147.3,539.48,1029.4,1182.92
21015,1781,1151.71,,2450.7,378
21020,,1000,,,
21022,1000,877.02,,,3050
21023,2800,,,,
21028,150,535,,,
21029,8931,1013.3,4935,270,2273.22
21030,6069.65,323.2,500,1389.99,3392
21032,3450,-100,495,1052.36,168.24
21034,,25,,200,284
21035,3400,125,815,750,268.88
21036,,2945,180,,150
21037,2734.33,965,1555,1294.79,1596.34
21040,,,,150,539.93
21042,6860,4763.42,9898.41,6676,3167.56
21043,8278,3627.51,2922.35,1494.56,2834.82
21044,10489,4525.62,4281,4440.26,9845.28
21045,691.5,435,3849.18,5284,3834.01
21046,557,175,840,1286.63,2571
21047,300,,498,122.9,1169
21048,,,,491.99,
21050,,1338.78,250,1061,250
21053,250,,,,172
21054,280,2977,,547,515
21056,,250,,,
21057,,,,,160
21060,,145,,234.72,753.8
21061,150,825.54,100,2038.4,1020
21071,500,,,,600
21074,,335,,58.02,250
21075,184,,1485,3421,155.01
21076,,800,1350,826,1287.92
21078,,75,,381,552.12
21084,,264.28,,286,91
21085,115,,225,476.11,560
21087,,,75,,
21090,,250,,,
21093,17280,4630.89,750,3520.66,7204.22
21094,1000,,,,
21102,,100,,698,
21104,,,,,325
21106,,,,741,
21108,2800,,140,575.68,564.46
21111,3025,380,894.37,,220
21113,708,1784.23,,1493.35,1510.82
21114,4584,,350,227.7,750
21117,10896,200,5731.46,3102.75,382.9
21120,499,,130,3303.2,
21122,4095,375,400,1572.5,896.31
21128,,,,382,
21130,,,,80,
21131,478,450,,,472.42
21133,,157.89,250,281.5,
21136,3823.5,755,4356.57,643.2,225
21139,,,,400,
21140,500,,,50,
21144,,200,,1028,1060.5
21146,3150,275,1319,5160.5,1154.74
21152,2117,1650,1000,340,2025.01
21153,1000,,,27,
21155,300,286,,50,
21157,300,146,609,5609.96,525
21158,,100,,237,
21160,,,,616.99,
21161,,,75,3302,
21162,,,,3,
21163,315,303,,764.11,
21201,1472,791.73,1900,1869.39,1673
21202,12650,6899.72,784.65,1622.66,1393.21
21203,2800,,8602.52,,
21204,28770,3406.69,9275,5226.42,3234.4
21205,,,,,862.47
21206,,,625,1299.5,416.74
21207,200,,250,699,1041
21208,9050,750,1460,2110.38,1210
21209,14953,2198.07,2941.53,1999.3,2403
21210,21059,3405.91,5749,3801.9,8286.58
21211,1425,447,519.79,5226.43,3675.85
21212,12133,2104.96,13937.84,2242.19,11118.43
21213,250,,,260.4,850
21214,250,160,740,1936.7,2107.7
21215,232,,1750,27,150
21216,,,1109.64,,175
21217,1450,1732.34,1365,3333,1443.8
21218,23369,2656.34,5494.61,7023.34,8579.69
21220,600,,,426,
21221,218,,205,,
21222,,,300,522.9,562.48
21223,,188,,551.9,
21224,582.99,1860,4925.92,6679.73,1203
21225,,,,595.97,250
21226,,100,,,
21227,,30,,1163.65,
21228,3837,3924.59,236.63,3171.36,3160.39
21229,,25,532,761.42,336.01
21230,11829,1650.49,3867.79,2798.45,3544.86
21231,550,661,1315.44,1931.2,3872.29
21234,1422,206.34,1470,3617.3,765.01
21236,,25,839,1336.8,975
21237,,333.03,,419,521.02
21239,,,,374,
21244,150,,600,181.66,425
21250,,,500,,
21286,4805,1681,835,2291.58,3790.46
21287,2800,,,,
21401,23492.99,7995.12,3608.52,2577.86,7024.76
21402,,,,41.4,
21403,4478,5183.02,10190,1615.4,4303.29
21405,500,200,250,150,
21409,5475,512,,399,1361.08
21502,,118,,1277.72,1133
21530,,562,,277,
21532,,,,230,
21536,,,,,250
21541,,,,308.92,
21550,,31,,874.38,
21557,,,,,143
21601,1250,4350,100,2536.4,1220.16
21613,5720,756.07,150,,515
21617,,,,421.7,
21619,,50,,,
21620,532,200,1644.48,562.01,229.27
21629,,,,,518
21638,,375,,75.7,
21643,,25,,,180
21647,1000,,,,
21650,,,,,475
21651,429,,,,
21652,,136.02,,,
21654,3905,100,,,50
21660,,,,1174.02,596.15
21661,286,,,,
21662,,1000,,,
21663,1400,435,,2000,160
21665,90,,,,
21666,250,128,375,52.64,1343
21671,,,,786,104
21678,,2250,,,
21679,,,,,200
21701,3299,3604.3,400,2319.66,1865
21702,1750,0,,4390.8,2418.5
21703,450,310,290,3658,
21704,100,521.02,288.01,1851.4,
21705,500,,,,
21710,,100,,93.4,
21713,,,,450,
21716,40.4,,,792.45,
21727,800,250,,,250
21733,,100,,,
21734,,,,27,
21737,245,,,,300
21738,1130,213,750,,152.25
21740,,,150,1073.74,595
21742,72,405,345,457,689.02
21754,,,150,181,
21755,,,,442,
21758,,,115.85,50,
21769,,253,,425.26,300
21770,200,,,704,250.82
21771,816,722.25,,54,575.75
21773,83,,,39.7,
21774,,25,,962.75,157.46
21776,,,,850,
21777,75,55,,189,
21782,,,,,200
21783,,149.49,,,189.66
21784,6150,250,,488,75
21788,600,,,752.2,1664.46
21793,,,,599,161
21794,,125,,300,
21795,,561,,,158
21797,58,195,,,235
21798,,,,50,284.66
21801,4550,,,697,250
21804,450,,455,949,1111.27
21811,707,250,1421.1,765.3,828
21830,,,,57,
21837,,,,227,
21841,,,,127.99,
21842,210.5,250,,,
21863,100,,,50,
21874,100,,,,
21892,,,,151,
21901,22,50,,298.97,397.25
21904,,,75,255.99,
21911,,103,,,226.25
21912,-22,,,,
21917,,,125,,
21918,100,,,,
21919,,100,,76,
21921,550,,,860.7,490
21922,250,,,,
21930,500,,,,
22003,4050,6250.7,1923,4804.55,3435.76
22009,,,788.14,,
22015,3361,5622.17,862,4643.86,4816.13
22025,500,665.9,647.72,20,
22026,355,,,152.1,
22027,,300,1000,,600
22030,8415,3652.14,1313,5084.02,863
22031,4670,10101.47,1425,786,3269
22032,3511,1125,1010,2492.16,1504.92
22033,6272.49,5521,2671.19,1737.51,1408.54
22039,6307,450,1085,,2538
22040,,90,,,
22041,7151,4975.04,3514,167.4,1417.17
22042,784.65,1300,3950,4618.16,2455
22043,9011,2985,1925,3961.35,3286.07
22044,1050,1348,250,594.7,2365
22046,3138,13178.41,1225,5937.29,7085.38
22060,100,,,639,
22066,13337,12732.41,3650,933.98,3334
22079,208,938.28,530,1435,1673.77
22101,85341,62512.85,18578.99,5652.7,16034.96
22102,44416,12755.17,7567.69,5813.96,3218.74
22124,2542.95,7060,1335,3099.77,4400
22125,500,200,,,
22150,5990,1016.27,,1678,1523
22151,100,110,,904.7,825
22152,1680,2931.97,537.59,1965.84,1144.5
22153,2313.45,1513.73,57.59,6047.4,687
22172,,,,189,
22180,3251,4583.23,25,5618.7,3758.5
22181,3090,2270.26,6430,5638.89,1804.47
22182,19200,9223.86,2640.44,5686.13,1535.5
22183,,2264.52,,178,487.49
22191,1460,,613.89,1712.7,924.18
22192,1867,4033.9,260,292,1591.27
22193,28,850,870,1097.72,390
22201,12649,46796.46,3006.17,11474.14,9591.05
22202,13047.35,20946.45,7839.51,1327,5271.08
22203,4157.49,12203.75,2667.89,2688.74,7224.01
22204,6516,8696.38,1200,2821.12,6961.11
22205,12241.4,17611.09,9043.88,2296.79,5623.35
22206,2001,5712.27,7282.54,1406.15,1684.19
22207,32568.88,43007.6,28602.9,8870.21,16221.84
22209,16388,15784.08,2203.03,1490.6,1449.66
22210,,,228,,606.88
22213,3948.45,613.81,2138.38,414,293.54
22301,7925,8658.11,2620,2079.76,5363.72
22302,4086,9137.51,3357.33,785.74,1774.09
22303,4400,2410,535.51,1023.06,1407.5
22304,8745,8913.6,6512.13,1747.36,2995.5
22305,2933,12255.53,1215,1246.96,5467.64
22306,100,3990.35,850,3716.36,1335.5
22307,8503,3850,1175,1505.4,3193.5
22308,10000,3565.89,1250.01,698.99,3337.15
22309,10416,4819.1,75,404,1425
22310,1951.49,8955.01,783.27,4049.69,971
22311,203,1610,258.13,282.7,1000
22312,538,750,5637.59,1388.73,1323.27
22313,,675,,,
22314,22272.5,78484.57,21517.83,5686.11,14510.49
22315,216,1963.73,1225,921,1562
22401,,1340.2,313.6,1287.3,4377.78
22403,,,,,2800
22405,,100,500,373.86,3798.66
22406,271,35,,1922.99,573
22407,,310,745,1271,1344.88
22408,,281,,130,120
22435,250,,,,180
22442,,,350,,
22448,,138.89,,,
22463,,150,,,
22473,,,,250,
22480,50,,,,
22482,,25,,160,
22485,,175,,468,210
22488,477,,,,
22503,208,,1000,164,
22508,170,,,,
22511,,,,111,
22520,,30,,,28
22539,,250,,,
22546,41,,500,54,
22551,2800,,,212.6,700
22553,1030,,,,200
22554,330,150,603.66,2049.6,200
22556,330,500,250,1417.2,1943.92
22560,,272.5,,,
22567,575,,,,
22576,,,2800,,333
22579,250,,,,
22580,,,,1211.99,
22601,5,535,250,228.37,250
22602,,100,210,1290.39,719.96
22603,,650,1000,100,750
22611,44,0,,150,200
22620,,100,,309.7,
22627,,2825,100,,560
22630,554,948,,2573.09,300
22637,,,,125,
22639,1250,250,,,
22640,2700,,,,
22642,,925,,34.09,935
22643,,,,50,
22644,,3000,,,
22645,,133,,,
22646,,,,39,
22650,,,,27,
22652,,,,200,
22655,,275,,255,55
22656,,85,,183.7,625
22657,,,,285,
22664,150,,,227,30
22701,1532.6,1422.09,,1065.7,596.27
22709,,,250,,
22712,,,,54,
22713,,3159.67,,,600
22716,,250,,,6650
22724,,500,,100,
22726,,,,350,
22727,208,,,,170
22728,,,30,300.8,
22733,,500,,20,
22737,,1202,,,113
22740,3700,6350,,392,
22742,,50,,,
22743,,250,,,
22747,,,,77,
22749,,,,527.5,
22801,1000,450,,879.4,715
22802,,1408.46,,2053.31,2533.96
22812,,50,555,159,
22815,,83,,,
22827,25,,,,204.67
22832,250,,,,
22835,100,100,1000,,2800
22841,,,,135,
22842,,10,,,
22844,150,,,,
22846,280,,,61.7,
22849,,,,183.99,
22850,,,,,350
22851,,,,228,
22853,,,,231.4,
22901,5662.49,15659.54,1135,6235.77,11211.88
22902,8124.33,6129.84,1434,3574.73,4003.43
22903,6318,4112.56,3450,8790.46,7557.68
22904,,,,293.96,
22906,,135,,,
22908,,,,196.6,
22911,505,3085,3000,4039.24,5017.8
22920,200,2800,1668,806,203
22922,,614.1,,74.02,
22923,,560,,67.59,
22924,,,,10,600
22931,,,,,250
22932,,,,177,
22935,,5,,160,
22936,30,6760,,,481.36
22937,,,,,1400
22938,,,75,,
22939,100,,,,
22942,214.5,161.89,,207.7,220
22943,50,1500,,388,
22945,21,,,,
22947,2000,,,346.7,300
22949,,,,,500
22958,,35,50,,1225
22959,1500,500,,380.9,
22960,5600,,128,,125
22963,,1367.77,,886,225
22967,,,225,336,
22968,,550,,800.6,
22971,,,,81,340
22972,,500,,,
22973,,,,141,300
22974,,50,,,
22980,25,1079.89,610.6,501,896.58
22987,,,1000,,
23003,,,167,,
23005,2154,,75,125.2,
23009,,,,30.3,
23015,,948.29,,477,
23030,,500,,,
23039,1000,,,250,
23043,500,,,123,
23047,36,,,,
23059,1600,3931.28,500,1026.51,998.88
23060,230,3460.24,750,1818.84,755
23061,,,,27,200
23062,,,,,400
23066,150,,,,
23069,,,,,419.66
23072,30,55,,,532.76
23084,,50,,,
23089,,,425,,400
23093,15,250,185,54,
23102,,2046.62,,,
23103,1050,285,,,
23109,50,,,,
23111,1128,109,285.71,564,889.51
23112,1130,1195.89,758.18,786.5,179.92
23113,5650,7272.89,515,980,1199.7
23114,571,250,,162,300
23116,1000,1060,350,342,500
23117,288,,,,
23119,,,,,75
23120,,,97,,
23124,,,,27,
23139,,225,125,318.35,2258.72
23141,,,,785.5,
23146,,200,,683.2,
23150,,,,27,235
23153,200,,,,
23168,,,,77,125
23178,,,,,250
23181,,,,,175
23185,1962,3723.05,1755.74,3804.5,1938.25
23187,,750,,27,
23188,553,8180,768.29,1355.7,4938
23192,,,,322.02,103
23218,500,,,,
23219,1000,,665,706.25,398
23220,21118.33,14492.25,250,9583.09,3275
23221,21450,4360,1055,1486.95,2576.24
23222,1000,1778,,184,300
23223,3805,3209.29,,1649.2,966
23224,500,,1206,651.05,
23225,2675,3554,688.58,3279.45,1182.99
23226,22100,7332.98,966.67,500,1283.88
23227,1400,836.24,,779,343.07
23228,,100,442.38,635,384.66
23229,3570,9453.97,,3236.2,150
23230,500,,,454.7,230
23231,1000,828.42,500,515,65
23233,4500,5206,2800,355.99,808
23234,25,910,,157.2,
23235,4671,3587,862.16,992.24,1144.66
23236,1545,2028.06,285,361.73,980
23237,40,,680,,240
23238,6028,409.5,1050,730.86,1314.88
23255,500,,,,
23294,,,200,289,350
23298,,,,93.81,
23301,,,,297,
23310,,584,,27,
23314,,419.11,,700,
23320,880,1750,561,5851.71,437.5
23321,156,,,0.88,
23322,545,4161.54,475,1858,664.13
23323,,10,1075,338.98,
23325,,200,,27,
23327,,,240,,
23328,,475.05,,,
23336,,,,,110
23410,,,,60,
23417,,,,,125
23421,,,,,250
23422,,,,386.66,
23427,100,,,,
23430,,,,164,260
23434,,,250,54,78
23435,550,31,90,251,
23437,,,,299,
23438,150,,102.59,,
23451,100,7742.21,190,1896.8,1356.88
23452,3557,1200,250,362.5,427.66
23453,,,,193.7,100
23454,3528,4545.95,325,894.8,448.88
23455,475.2,1289.62,,1457.16,251.31
23456,25,1686.03,110,2968,500
23457,,,,250,
23459,,,,263,
23462,,502,150,1998.3,718.88
23464,1897,705,672,411.99,1100
23471,,,,,50
23486,,,,54,
23502,,6600,,81,250
23503,217,1350,,113.29,200
23504,,,,522,101
23505,500,4493.65,220,200,800
23507,20,16359.37,500,808.97,1275
23508,475,2299.29,350,4738.28,1765.76
23509,,5383.19,,833.7,250
23510,1000,5039.1,293.65,390.8,366
23513,307,,,,78
23517,,3360.02,,2800,
23518,,5337.97,,231.5,209.46
23529,,,,88,
23601,300,100,,982,110.24
23602,3700,1318.38,,1459,654.93
23604,,,,127,
23606,,436,1101,404,475
23607,,,,738.42,190
23608,,281.07,350,381,545
23651,,,,,582.88
23661,108,,,747.66,
23662,,,375,490.7,
23663,,,,227,
23664,,1244.21,,2901.01,4088.28
23666,,1765,350,2276.79,
23669,214,,,372.2,75
23692,53,55.2,,692,4475
23693,,818.65,200,703.5,
23701,100,,188.05,177,
23703,,150,,339,525
23704,215,,,144,
23707,,,,73,119.46
23803,,,310,37,83
23805,,25,,,
23824,,,,223.98,1216
23831,,219.89,,757.72,
23832,700,,,3414.02,255.07
23834,200,500,,991.4,
23836,,500,105,,
23838,5805,225,,100,
23851,620,700,3346.69,,
23860,,250,,,
23885,,150,,,
23899,,,,27,
23901,1000,,,170,100
23919,348,,,,
23921,,,375,77,200
23927,48,,,77,28
23930,,,,174,
23936,1000,,,321.68,
23944,,,,76.4,
23967,,,,1622.99,
23970,,,,,183
24012,,,,304.74,
24014,500,375,,250,825
24015,510,506.07,,790,271.88
24017,,,262.57,,
24018,1625,1639.92,545,249.11,1144.7
24019,350,,,50,
24020,,,,265,
24055,,,,,150
24060,2750,1060,833,3270.04,2540
24061,,525,,,
24065,244,,50,366.05,
24067,,,,,145
24069,,,,405,
24072,,,,156,250
24073,,590.68,125,335,
24078,,,,50,
24082,,,,,530
24083,750,1028.39,250,,200
24084,33,755,,,
24085,,,,50,
24088,,,,38.9,
24091,,100,,1225.18,
24095,,,,81,150
24112,50,,,150,
24121,3300,1200,,146,175
24122,,,,667.84,
24127,,,,108,
24131,,,300,,
24134,,,,27,500
24137,250,256.62,,,
24141,,75,,484,491.36
24148,,,,179,
24149,,,248.68,270,25
24151,,25,,610.65,300
24153,35,589.91,175,950,650
24162,,8850,,,
24171,,,,351,
24179,241,265.28,,,
24184,50,,,,
24201,,186.34,,924.8,
24202,,,,,105
24210,50,250,,752.7,1300
24211,,,,2800,
24228,,,,59.62,
24236,,,,27,
24248,,,,526.48,
24266,,,,791.18,
24290,,25,,,
24292,,,,311,
24293,,,,397.7,
24301,,,,574,
24315,,55,,,
24330,365,,,,
24333,250,,,100,
24343,,35,,,75
24347,,,,198,900
24348,100,,,886.84,
24354,,50,,27,
24360,,,,294,
24363,,267.5,,,
24368,,,,75,
24380,,1110,250,500,525
24381,,,305,,
24382,,,,222.24,700
24401,990,805,,101.5,472.5
24402,,30,,,413.22
24416,250,,,,144
24421,,,,166.5,
24422,152,,,,
24435,,,289.43,320.99,
24440,24,,250,,
24441,,,,,400
24450,4240.91,1640,245,250,1640
24464,,,,419.9,
24467,,,,,250
24472,,,,,666.01
24473,,,200,85.99,
24476,,,,,103
24484,,,,111,
24501,15,,,560,350
24502,,18,535,1020.1,350
24503,1000,814.36,150,598.1,
24504,,,,54,
24523,55,,,875,507.5
24528,,,,162,
24533,,,,,89.93
24536,,100,300,,85
24540,,,,54,
24543,,,,750,
24549,,,,100,
24551,,74,,,884.82
24558,214.96,,,,
24578,,,,27,
24586,,,,,105
24588,,,,,147.02
24590,1105,,264,561,1250
24592,,,,27,
24593,,,,64,
24598,,,,2800,
24614,,,,,250
24630,,180,,,
24637,,,,25,
24641,,,,95,
24651,,,250,647.4,
24701,,600,,2164,200
24712,,,,298.4,
24739,,131.6,,,
24740,,55,,660.34,175
24801,,,75,,
24901,2818,,,,350
24910,,,,402,
24915,,,,690,
24920,,,,,404.46
24927,,,,,250
24941,,,,37,
24944,,,,,275
24946,,,,75,
24970,,1502.68,86.84,509.2,
24976,,,,206,
24986,2600,,,,
25015,,,,205,
25064,1000,,,1048,
25082,,,,84,
25112,,,,351,200
25159,,,,104,
25177,,,,1333.3,251
25205,500,,,,
25213,,,,27,
25239,,,,50,
25243,,,1150,,150
25271,,,235,,
25301,,,,27,75
25302,183,1151.78,657,30,
25303,,250,,69.6,
25304,635,600,750,,375
25306,,,,138.4,491.68
25309,,,,302.19,
25311,30,250,,91.2,3
25313,,,,,850
25314,500,1530,129,29.7,
25315,,,,391,
25335,400,,,,
25401,,,,421.4,499.24
25402,,,,504,
25403,,1100,,975.7,
25404,,,,326,190.89
25405,-150,,,126.99,
25411,,,,1075,922.98
25413,,,,77,
25414,100,275,1100,162,261
25419,,,,184,
25422,,528.52,,,200
25425,190.33,1560,,926.7,265
25427,250,,,560,1085
25443,21,1950,330,2331.9,1184.25
25444,,725,,,
25504,,250,,164.7,
25510,,,,,110
25523,100,,,595.58,
25526,,200,,,
25545,,,,1181,
25550,,,,120.7,
25560,,400,,,
25571,,,,349.5,
25661,100,,,,
25701,,250,,845.6,
25702,,,,218.8,143
25704,,,,226,
25705,377,550,,226,364.46
25801,252,,,257.82,
25823,,100,,,
25832,,,,126.4,
25837,,,,67,
25839,,51,,,
25840,,250,,990,
25844,,,,27,
25880,20,,,,
25882,,50,,,
25901,50,,,,
25917,,,,125,
25951,,,,139.5,
26003,100,1150,310,746.44,
26033,204,,,,
26035,,,,1218,
26041,,,,412,
26059,,,,39.98,
26060,,,,,300
26062,2800,80,,,
26070,,,,300,
26104,392,2006.6,255,232,
26105,250,,,,300
26142,,,,480.2,
26143,,,,151,
26155,,,,198.5,
26159,,,,349,
26164,,48,,27,
26170,50,203,,,
26181,,,,37,
26201,,,,191.7,300
26209,,1500,1000,,
26234,,,,,100
26241,,,,100,294
26260,,,,48.9,
26276,,,,178,
26287,,,,951.82,
26288,225,,,50,
26292,,,,100,
26301,,,,277,
26330,,,,54,
26347,,,,209,
26351,,,,,63
26354,22,,,,
26374,,,,381,
26378,,,,100,
26411,,,,383.7,
26415,,,,825,
26416,,,,467,
26426,,,,54,
26501,100,300,,1396.7,2000
26505,-50,,2882.84,1951.52,2063.66
26508,1785.8,295,1692,419.7,1667.8
26519,,,,50,
26534,,,,,162
26554,188,,235,1059.54,433
26570,,,,258,
26590,,,,143.74,
26624,,,,227,
26710,,75,,,
26726,,200,,27,
26753,,,,300,250
26757,,,,127,
26764,,,,50,
26808,,,,50,
26810,,25,,,
26812,,,,398.79,
26833,100,,,,
26836,250,250,,,
26851,,,,,98.99
27006,,,320,276.99,527.88
27012,,850,400,492.99,
27013,,,,1082.19,
27017,,,,850,
27021,,,,500,
27023,,525,300,,375
27028,,,,1843,
27030,,,250,,
27040,91,500,718,,
27043,,1000,,2000,
27045,,,,,600
27050,,,,27,500
27052,,,250,,
27054,,,,16,
27055,,,,,535
27101,1050,531.7,1250,1566.14,1473.93
27102,1000,,,,
27103,5300,7350.25,1145,3213.4,650
27104,850,637.81,250,538.8,1790.21
27105,,,,87,
27106,213,7634.21,4335,527,1821.01
27107,,,,709.4,
27109,,200,,1093.72,
27113,,,267,,
27127,100,,1027.77,1340.69,100
27203,,,,331,
27205,,,,577,
27209,20,,,,
27215,2500,350,,1922.9,708
27228,,,,,300
27233,,,,167.99,
27235,,,,,872.93
27239,,,,69.8,
27242,125,,,,
27243,39,500,600,,
27244,,250,,,334
27249,,,,474,
27253,,100,,69,580.46
27260,,50,,,
27262,,,,937,178
27263,,,,181.95,
27265,108,25,,2983.06,100
27278,400,1856.04,1475.53,4187.42,2888.93
27281,,,,87,
27282,88,712.06,250,598,425
27284,805,399,500,2019.5,500
27288,250,,,,
27292,100,,411,393.3,
27295,,,,1000,
27301,,43,,93.7,253.27
27302,,1075,,341,3438.86
27306,8400,,,,
27310,,400,398.93,,1125
27312,482,1112.17,2463.71,3243.24,6008.95
27317,,,,168.66,
27320,250,,,201,480
27326,750,,,,200
27330,,,,571,68
27332,122,,500,477,1303
27344,,,,350,
27349,,,,652.42,393.81
27350,,,,104,
27355,,1051.94,,800.27,
27357,,400,,,
27358,,,425,,176.93
27360,132,,,,
27370,,,,256,
27376,,50,,,
27377,55,,,,172.47
27379,,,,500,
27401,250,700,2832.5,1749.64,575
27402,125,,,,
27403,,753.17,525,2956.12,1845
27405,,150,760,354,
27406,100.98,,,1187.99,
27407,100,,2250,464.3,
27408,772.98,23,1835,110,450
27409,2800,,,383.86,101.93
27410,1682,2437.36,255,3793.8,1691
27429,,,,108,
27455,540,916.89,3275,856.06,1863.5
27501,,892.1,,808,
27502,3325,607.02,1000,644,516.86
27503,,100,,134.4,1300
27505,,,,19,
27508,,,,36.45,
27509,80,125,,,
27510,408,220.48,655,4181.16,2782.01
27511,,498.2,1210,2635.96,2314.17
27512,680,,,,
27513,1850,356.47,3094.09,3513.41,1989
27514,6960,10567.13,6227.39,2892.47,6709.28
27515,,,,,3250
27516,6423.5,5856.31,6763.25,9271.38,9264.68
27517,5233,7414.42,8945,3014.46,13531.16
27518,5342,1241.13,450,1334.4,3008.24
27519,4791,8214.64,1050,4148.01,2158.3
27520,25,100,760,888,
27521,,,,2027,
27522,590,737.26,,,340
27523,250,20,,803.33,517.5
27524,,,,333,
27525,,,,285,
27526,1000,150,111,1620.7,118
27527,,,,785,
27529,,,,396.4,350
27530,85,,,250,
27534,96,348.9,,82,
27536,,,120,,
27537,405,,,262,
27539,255,435,500,4417.45,186
27540,,479.54,330,265.94,1516
27545,2800,,,54,
27546,550,2160.53,,,
27549,25,,,,
27557,,,,612.04,425
27559,,,,107,
27560,2170,318.48,75,2549.28,200
27562,1000,,,,
27565,500,3500,,27,
27570,1450,,,,
27571,,125,,50,
27572,922,100,,404,125
27573,,,,,347.88
27574,2800,,,,3250
27577,5850,473,,81,
27587,2769,1840,500,1666,1567.5
27588,,,900,,
27589,,,,67.4,
27591,,,,140.86,
27592,,,125,234.7,
27593,250,,,,
27596,,,,343,
27597,2800,,290,1089,
27601,4000,560,2262.41,3655.76,341.5
27603,,4831.4,37,4271.68,1593.67
27604,,3706.54,,8004.99,675
27605,79,2947.59,1305,612,593
27606,54.99,1171.15,1050,3292.51,3533.76
27607,5710,2391,,3366.41,2765.34
27608,4950,8602.64,5010,3692.02,1334.5
27609,7275,1965.75,3110,4345.59,1269.88
27610,250,325.62,950,744.87,
27611,,,1000,,
27612,403,4693.82,1632,3295.2,2484.82
27613,495,860,6725,3266.79,2028.88
27614,696.49,35.26,1993,2995,3298.5
27615,1491,2318.67,5753.11,1291.26,2713.04
27616,100,25,375,3057.8,1184.62
27617,50,1177.2,250,190,971
27627,,25,,,
27628,2800,,,,
27675,,,,68,
27699,,,,129,
27701,500,3866.04,1624.99,7688.84,4564.04
27702,,,,334,
27703,1304.49,635,4658,2975.1,2038
27704,,319,,475.96,625
27705,5279,10548.14,14903,5645.57,16001.24
27707,3715.5,1199.46,7357.4,4936.64,6375.37
27708,,,,1647.55,50
27709,,,750,,
27710,,,,312.7,177
27712,120,2133,60.42,4.7,2694.03
27713,1255,3025,7823.95,4737.69,5243.28
27715,,,,280,
27717,250,,750,,
27804,,,80,324.8,
27817,275,,,,
27823,,,300,,
27824,,,,74,
27830,,,,80,
27834,2800,245,,559.86,275
27835,2800,,,,
27836,,,,33,
27839,,,,54,250
27850,,,237.5,,
27855,,175,,,
27858,4177.35,618.14,,1153.85,3173.54
27880,,,,38.4,
27889,600,1042.47,152.5,,155
27893,750,,,331.2,
27896,37,,60,479.24,
27909,,,250,1326.66,
27920,,100,200,,
27923,150,,,,
27924,,13,,,
27925,,,,144.4,
27926,,,,100,
27927,,,,30,
27929,,,170,,
27938,,,,,114.93
27939,,,,,250
27944,270,225,,,
27948,2858,3498,,950.7,500
27949,959,1092.31,,,
27954,,,,,1250
27958,,,,380,
27960,,,,,259.32
27973,,,,27,
27981,,,,332.2,
28001,2000,,,251.7,
28012,,,,2667.4,
28016,,,,291.86,
28021,,,,90,328
28023,,,,1020,
28025,1000,39,510,750.46,
28026,,,,277,
28027,2460,356.96,1046,1486.2,615
28031,266,1485,3075,759.14,184
28034,,,,52,
28036,2100,4758,5250.1,312.99,601.96
28037,1500,125,,574,150
28043,,,,,100
28052,,500,175,516,
28054,2000,2000,,613,1000
28056,3500,45,,72,
28071,80,,,,
28075,1150,,,,
28078,601,979.25,3250,561.8,
28079,,125,91,281.87,253.31
28081,,247.76,,556,250
28083,,,,106.75,
28086,250,,,,
28092,486,200,,740.98,500
28103,,,,125,
28104,150,831.59,523.02,154,825
28105,227,123,,1786.89,807.12
28106,,,,603,
28110,,,,1000,250
28112,250,100,,,
28115,41,,,706.1,500
28117,100,650,230,1382.92,425.2
28120,,,,603.8,600
28124,250,,,,
28134,2700,,,50,
28139,,,,54,
28144,5650,,,1213.96,
28146,120,,,880.4,150
28147,,50,243,97.51,
